INSERT INTO memory_table (user_id, username, age)
VALUES
 ('00000', 'st0', '1'),
 ('00870', 'st870', '71'),
 ('00871', 'st871', '72'),
 ('00872', 'st872', '73'),
 ('00873', 'st873', '74'),
 ('00874', 'st874', '75'),
 ('00875', 'st875', '76'),
 ('00876', 'st876', '77'),
 ('00877', 'st877', '78'),
 ('00878', 'st878', '79'),
 ('00879', 'st879', '80'),
 ('00880', 'st880', '81'),
 ('00881', 'st881', '82'),
 ('00882', 'st882', '83'),
 ('00883', 'st883', '84'),
 ('00884', 'st884', '85'),
 ('00885', 'st885', '86'),
 ('00886', 'st886', '87'),
 ('00887', 'st887', '88'),
 ('00888', 'st888', '89'),
 ('00889', 'st889', '90'),
 ('00890', 'st890', '91'),
 ('00891', 'st891', '92'),
 ('00892', 'st892', '93'),
 ('00893', 'st893', '94'),
 ('00894', 'st894', '95'),
 ('00895', 'st895', '96'),
 ('00896', 'st896', '97'),
 ('00897', 'st897', '98'),
 ('00898', 'st898', '99'),
 ('00899', 'st899', '100'),
 ('00900', 'st900', '1'),
 ('00901', 'st901', '2'),
 ('00902', 'st902', '3'),
 ('00903', 'st903', '4'),
 ('00904', 'st904', '5'),
 ('00905', 'st905', '6'),
 ('00906', 'st906', '7'),
 ('00907', 'st907', '8'),
 ('00908', 'st908', '9'),
 ('00909', 'st909', '10'),
 ('00910', 'st910', '11'),
 ('00911', 'st911', '12'),
 ('00912', 'st912', '13'),
 ('00913', 'st913', '14'),
 ('00914', 'st914', '15'),
 ('00915', 'st915', '16'),
 ('00916', 'st916', '17'),
 ('00917', 'st917', '18'),
 ('00918', 'st918', '19'),
 ('00919', 'st919', '20'),
 ('00920', 'st920', '21'),
 ('00921', 'st921', '22'),
 ('00922', 'st922', '23'),
 ('00923', 'st923', '24'),
 ('00924', 'st924', '25'),
 ('00925', 'st925', '26'),
 ('00926', 'st926', '27'),
 ('00927', 'st927', '28'),
 ('00928', 'st928', '29'),
 ('00929', 'st929', '30'),
 ('00930', 'st930', '31'),
 ('00931', 'st931', '32'),
 ('00932', 'st932', '33'),
 ('00933', 'st933', '34'),
 ('00934', 'st934', '35'),
 ('00935', 'st935', '36'),
 ('00936', 'st936', '37'),
 ('00937', 'st937', '38'),
 ('00938', 'st938', '39'),
 ('00939', 'st939', '40'),
 ('00940', 'st940', '41'),
 ('00941', 'st941', '42'),
 ('00942', 'st942', '43'),
 ('00943', 'st943', '44'),
 ('00944', 'st944', '45'),
 ('00945', 'st945', '46'),
 ('00946', 'st946', '47'),
 ('00947', 'st947', '48'),
 ('00948', 'st948', '49'),
 ('00949', 'st949', '50'),
 ('00950', 'st950', '51'),
 ('00951', 'st951', '52'),
 ('00952', 'st952', '53'),
 ('00953', 'st953', '54'),
 ('00954', 'st954', '55'),
 ('00955', 'st955', '56'),
 ('00956', 'st956', '57'),
 ('00957', 'st957', '58'),
 ('00958', 'st958', '59'),
 ('00959', 'st959', '60'),
 ('00960', 'st960', '61'),
 ('00961', 'st961', '62'),
 ('00962', 'st962', '63'),
 ('00963', 'st963', '64'),
 ('00964', 'st964', '65'),
 ('00965', 'st965', '66'),
 ('00966', 'st966', '67'),
 ('00967', 'st967', '68'),
 ('00968', 'st968', '69'),
 ('00969', 'st969', '70'),
 ('00970', 'st970', '71'),
 ('00971', 'st971', '72'),
 ('00972', 'st972', '73'),
 ('00973', 'st973', '74'),
 ('00974', 'st974', '75'),
 ('00975', 'st975', '76'),
 ('00976', 'st976', '77'),
 ('00977', 'st977', '78'),
 ('00978', 'st978', '79'),
 ('00979', 'st979', '80'),
 ('00980', 'st980', '81'),
 ('00981', 'st981', '82'),
 ('00982', 'st982', '83'),
 ('00983', 'st983', '84'),
 ('00984', 'st984', '85'),
 ('00985', 'st985', '86'),
 ('00986', 'st986', '87'),
 ('00987', 'st987', '88'),
 ('00988', 'st988', '89'),
 ('00989', 'st989', '90'),
 ('00990', 'st990', '91'),
 ('00991', 'st991', '92'),
 ('00992', 'st992', '93'),
 ('00993', 'st993', '94'),
 ('00994', 'st994', '95'),
 ('00995', 'st995', '96'),
 ('00996', 'st996', '97'),
 ('00997', 'st997', '98'),
 ('00998', 'st998', '99'),
 ('00999', 'st999', '100'),
 ('01000', 'st1000', '1'),
 ('01001', 'st1001', '2'),
 ('01002', 'st1002', '3'),
 ('01003', 'st1003', '4'),
 ('01004', 'st1004', '5'),
 ('01005', 'st1005', '6'),
 ('01006', 'st1006', '7'),
 ('01007', 'st1007', '8'),
 ('01008', 'st1008', '9'),
 ('01009', 'st1009', '10'),
 ('01010', 'st1010', '11'),
 ('01011', 'st1011', '12'),
 ('01012', 'st1012', '13'),
 ('01013', 'st1013', '14'),
 ('01014', 'st1014', '15'),
 ('01015', 'st1015', '16'),
 ('01016', 'st1016', '17'),
 ('01017', 'st1017', '18'),
 ('01018', 'st1018', '19'),
 ('01019', 'st1019', '20'),
 ('01020', 'st1020', '21'),
 ('01021', 'st1021', '22'),
 ('01022', 'st1022', '23'),
 ('01023', 'st1023', '24'),
 ('01024', 'st1024', '25'),
 ('01025', 'st1025', '26'),
 ('01026', 'st1026', '27'),
 ('01027', 'st1027', '28'),
 ('01028', 'st1028', '29'),
 ('01029', 'st1029', '30'),
 ('01030', 'st1030', '31'),
 ('01031', 'st1031', '32'),
 ('01032', 'st1032', '33'),
 ('01033', 'st1033', '34'),
 ('01034', 'st1034', '35'),
 ('01035', 'st1035', '36'),
 ('01036', 'st1036', '37'),
 ('01037', 'st1037', '38'),
 ('01038', 'st1038', '39'),
 ('01039', 'st1039', '40'),
 ('01040', 'st1040', '41'),
 ('01041', 'st1041', '42'),
 ('01042', 'st1042', '43'),
 ('01043', 'st1043', '44'),
 ('01044', 'st1044', '45'),
 ('01045', 'st1045', '46'),
 ('01046', 'st1046', '47'),
 ('01047', 'st1047', '48'),
 ('01048', 'st1048', '49'),
 ('01049', 'st1049', '50'),
 ('01050', 'st1050', '51'),
 ('01051', 'st1051', '52'),
 ('01052', 'st1052', '53'),
 ('01053', 'st1053', '54'),
 ('01054', 'st1054', '55'),
 ('01055', 'st1055', '56'),
 ('01056', 'st1056', '57'),
 ('01057', 'st1057', '58'),
 ('01058', 'st1058', '59'),
 ('01059', 'st1059', '60'),
 ('01060', 'st1060', '61'),
 ('01061', 'st1061', '62'),
 ('01062', 'st1062', '63'),
 ('01063', 'st1063', '64'),
 ('01064', 'st1064', '65'),
 ('01065', 'st1065', '66'),
 ('01066', 'st1066', '67'),
 ('01067', 'st1067', '68'),
 ('01068', 'st1068', '69'),
 ('01069', 'st1069', '70'),
 ('01070', 'st1070', '71'),
 ('01071', 'st1071', '72'),
 ('01072', 'st1072', '73'),
 ('01073', 'st1073', '74'),
 ('01074', 'st1074', '75'),
 ('01075', 'st1075', '76'),
 ('01076', 'st1076', '77'),
 ('01077', 'st1077', '78'),
 ('01078', 'st1078', '79'),
 ('01079', 'st1079', '80'),
 ('01080', 'st1080', '81'),
 ('01081', 'st1081', '82'),
 ('01082', 'st1082', '83'),
 ('01083', 'st1083', '84'),
 ('01084', 'st1084', '85'),
 ('01085', 'st1085', '86'),
 ('01086', 'st1086', '87'),
 ('01087', 'st1087', '88'),
 ('01088', 'st1088', '89'),
 ('01089', 'st1089', '90'),
 ('01090', 'st1090', '91'),
 ('01091', 'st1091', '92'),
 ('01092', 'st1092', '93'),
 ('01093', 'st1093', '94'),
 ('01094', 'st1094', '95'),
 ('01095', 'st1095', '96'),
 ('01096', 'st1096', '97'),
 ('01097', 'st1097', '98'),
 ('01098', 'st1098', '99'),
 ('01099', 'st1099', '100'),
 ('01100', 'st1100', '1'),
 ('01101', 'st1101', '2'),
 ('01102', 'st1102', '3'),
 ('01103', 'st1103', '4'),
 ('01104', 'st1104', '5'),
 ('01105', 'st1105', '6'),
 ('01106', 'st1106', '7'),
 ('01107', 'st1107', '8'),
 ('01108', 'st1108', '9'),
 ('01109', 'st1109', '10'),
 ('01110', 'st1110', '11'),
 ('01111', 'st1111', '12'),
 ('01112', 'st1112', '13'),
 ('01113', 'st1113', '14'),
 ('01114', 'st1114', '15'),
 ('01115', 'st1115', '16'),
 ('01116', 'st1116', '17'),
 ('01117', 'st1117', '18'),
 ('01118', 'st1118', '19'),
 ('01119', 'st1119', '20'),
 ('01120', 'st1120', '21'),
 ('01121', 'st1121', '22'),
 ('01122', 'st1122', '23'),
 ('01123', 'st1123', '24'),
 ('01124', 'st1124', '25'),
 ('01125', 'st1125', '26'),
 ('01126', 'st1126', '27'),
 ('01127', 'st1127', '28'),
 ('01128', 'st1128', '29'),
 ('01129', 'st1129', '30'),
 ('01130', 'st1130', '31'),
 ('01131', 'st1131', '32'),
 ('01132', 'st1132', '33'),
 ('01133', 'st1133', '34'),
 ('01134', 'st1134', '35'),
 ('01135', 'st1135', '36'),
 ('01136', 'st1136', '37'),
 ('01137', 'st1137', '38'),
 ('01138', 'st1138', '39'),
 ('01139', 'st1139', '40'),
 ('01140', 'st1140', '41'),
 ('01141', 'st1141', '42'),
 ('01142', 'st1142', '43'),
 ('01143', 'st1143', '44'),
 ('01144', 'st1144', '45'),
 ('01145', 'st1145', '46'),
 ('01146', 'st1146', '47'),
 ('01147', 'st1147', '48'),
 ('01148', 'st1148', '49'),
 ('01149', 'st1149', '50'),
 ('01150', 'st1150', '51'),
 ('01151', 'st1151', '52'),
 ('01152', 'st1152', '53'),
 ('01153', 'st1153', '54'),
 ('01154', 'st1154', '55'),
 ('01155', 'st1155', '56'),
 ('01156', 'st1156', '57'),
 ('01157', 'st1157', '58'),
 ('01158', 'st1158', '59'),
 ('01159', 'st1159', '60'),
 ('01160', 'st1160', '61'),
 ('01161', 'st1161', '62'),
 ('01162', 'st1162', '63'),
 ('01163', 'st1163', '64'),
 ('01164', 'st1164', '65'),
 ('01165', 'st1165', '66'),
 ('01166', 'st1166', '67'),
 ('01167', 'st1167', '68'),
 ('01168', 'st1168', '69'),
 ('01169', 'st1169', '70'),
 ('01170', 'st1170', '71'),
 ('01171', 'st1171', '72'),
 ('01172', 'st1172', '73'),
 ('01173', 'st1173', '74'),
 ('01174', 'st1174', '75'),
 ('01175', 'st1175', '76'),
 ('01176', 'st1176', '77'),
 ('01177', 'st1177', '78'),
 ('01178', 'st1178', '79'),
 ('01179', 'st1179', '80'),
 ('01180', 'st1180', '81'),
 ('01181', 'st1181', '82'),
 ('01182', 'st1182', '83'),
 ('01183', 'st1183', '84'),
 ('01184', 'st1184', '85'),
 ('01185', 'st1185', '86'),
 ('01186', 'st1186', '87'),
 ('01187', 'st1187', '88'),
 ('01188', 'st1188', '89'),
 ('01189', 'st1189', '90'),
 ('01190', 'st1190', '91'),
 ('01191', 'st1191', '92'),
 ('01192', 'st1192', '93'),
 ('01193', 'st1193', '94'),
 ('01194', 'st1194', '95'),
 ('01195', 'st1195', '96'),
 ('01196', 'st1196', '97'),
 ('01197', 'st1197', '98'),
 ('01198', 'st1198', '99'),
 ('01199', 'st1199', '100'),
 ('01200', 'st1200', '1'),
 ('01201', 'st1201', '2'),
 ('01202', 'st1202', '3'),
 ('01203', 'st1203', '4'),
 ('01204', 'st1204', '5'),
 ('01205', 'st1205', '6'),
 ('01206', 'st1206', '7'),
 ('01207', 'st1207', '8'),
 ('01208', 'st1208', '9'),
 ('01209', 'st1209', '10'),
 ('01210', 'st1210', '11'),
 ('01211', 'st1211', '12'),
 ('01212', 'st1212', '13'),
 ('01213', 'st1213', '14'),
 ('01214', 'st1214', '15'),
 ('01215', 'st1215', '16'),
 ('01216', 'st1216', '17'),
 ('01217', 'st1217', '18'),
 ('01218', 'st1218', '19'),
 ('01219', 'st1219', '20'),
 ('01220', 'st1220', '21'),
 ('01221', 'st1221', '22'),
 ('01222', 'st1222', '23'),
 ('01223', 'st1223', '24'),
 ('01224', 'st1224', '25'),
 ('01225', 'st1225', '26'),
 ('01226', 'st1226', '27'),
 ('01227', 'st1227', '28'),
 ('01228', 'st1228', '29'),
 ('01229', 'st1229', '30'),
 ('01230', 'st1230', '31'),
 ('01231', 'st1231', '32'),
 ('01232', 'st1232', '33'),
 ('01233', 'st1233', '34'),
 ('01234', 'st1234', '35'),
 ('01235', 'st1235', '36'),
 ('01236', 'st1236', '37'),
 ('01237', 'st1237', '38'),
 ('01238', 'st1238', '39'),
 ('01239', 'st1239', '40'),
 ('01240', 'st1240', '41'),
 ('01241', 'st1241', '42'),
 ('01242', 'st1242', '43'),
 ('01243', 'st1243', '44'),
 ('01244', 'st1244', '45'),
 ('01245', 'st1245', '46'),
 ('01246', 'st1246', '47'),
 ('01247', 'st1247', '48'),
 ('01248', 'st1248', '49'),
 ('01249', 'st1249', '50'),
 ('01250', 'st1250', '51'),
 ('01251', 'st1251', '52'),
 ('01252', 'st1252', '53'),
 ('01253', 'st1253', '54'),
 ('01254', 'st1254', '55'),
 ('01255', 'st1255', '56'),
 ('01256', 'st1256', '57'),
 ('01257', 'st1257', '58'),
 ('01258', 'st1258', '59'),
 ('01259', 'st1259', '60'),
 ('01260', 'st1260', '61'),
 ('01261', 'st1261', '62'),
 ('01262', 'st1262', '63'),
 ('01263', 'st1263', '64'),
 ('01264', 'st1264', '65'),
 ('01265', 'st1265', '66'),
 ('01266', 'st1266', '67'),
 ('01267', 'st1267', '68'),
 ('01268', 'st1268', '69'),
 ('01269', 'st1269', '70'),
 ('01270', 'st1270', '71'),
 ('01271', 'st1271', '72'),
 ('01272', 'st1272', '73'),
 ('01273', 'st1273', '74'),
 ('01274', 'st1274', '75'),
 ('01275', 'st1275', '76'),
 ('01276', 'st1276', '77'),
 ('01277', 'st1277', '78'),
 ('01278', 'st1278', '79'),
 ('01279', 'st1279', '80'),
 ('01280', 'st1280', '81'),
 ('01281', 'st1281', '82'),
 ('01282', 'st1282', '83'),
 ('01283', 'st1283', '84'),
 ('01284', 'st1284', '85'),
 ('01285', 'st1285', '86'),
 ('01286', 'st1286', '87'),
 ('01287', 'st1287', '88'),
 ('01288', 'st1288', '89'),
 ('01289', 'st1289', '90'),
 ('01290', 'st1290', '91'),
 ('01291', 'st1291', '92'),
 ('01292', 'st1292', '93'),
 ('01293', 'st1293', '94'),
 ('01294', 'st1294', '95'),
 ('01295', 'st1295', '96'),
 ('01296', 'st1296', '97'),
 ('01297', 'st1297', '98'),
 ('01298', 'st1298', '99'),
 ('01299', 'st1299', '100'),
 ('01300', 'st1300', '1'),
 ('01301', 'st1301', '2'),
 ('01302', 'st1302', '3'),
 ('01303', 'st1303', '4'),
 ('01304', 'st1304', '5'),
 ('01305', 'st1305', '6'),
 ('01306', 'st1306', '7'),
 ('01307', 'st1307', '8'),
 ('01308', 'st1308', '9'),
 ('01309', 'st1309', '10'),
 ('01310', 'st1310', '11'),
 ('01311', 'st1311', '12'),
 ('01312', 'st1312', '13'),
 ('01313', 'st1313', '14'),
 ('01314', 'st1314', '15'),
 ('01315', 'st1315', '16'),
 ('01316', 'st1316', '17'),
 ('01317', 'st1317', '18'),
 ('01318', 'st1318', '19'),
 ('01319', 'st1319', '20'),
 ('01320', 'st1320', '21'),
 ('01321', 'st1321', '22'),
 ('01322', 'st1322', '23'),
 ('01323', 'st1323', '24'),
 ('01324', 'st1324', '25'),
 ('01325', 'st1325', '26'),
 ('01326', 'st1326', '27'),
 ('01327', 'st1327', '28'),
 ('01328', 'st1328', '29'),
 ('01329', 'st1329', '30'),
 ('01330', 'st1330', '31'),
 ('01331', 'st1331', '32'),
 ('01332', 'st1332', '33'),
 ('01333', 'st1333', '34'),
 ('01334', 'st1334', '35'),
 ('01335', 'st1335', '36'),
 ('01336', 'st1336', '37'),
 ('01337', 'st1337', '38'),
 ('01338', 'st1338', '39'),
 ('01339', 'st1339', '40'),
 ('01340', 'st1340', '41'),
 ('01341', 'st1341', '42'),
 ('01342', 'st1342', '43'),
 ('01343', 'st1343', '44'),
 ('01344', 'st1344', '45'),
 ('01345', 'st1345', '46'),
 ('01346', 'st1346', '47'),
 ('01347', 'st1347', '48'),
 ('01348', 'st1348', '49'),
 ('01349', 'st1349', '50'),
 ('01350', 'st1350', '51'),
 ('01351', 'st1351', '52'),
 ('01352', 'st1352', '53'),
 ('01353', 'st1353', '54'),
 ('01354', 'st1354', '55'),
 ('01355', 'st1355', '56'),
 ('01356', 'st1356', '57'),
 ('01357', 'st1357', '58'),
 ('01358', 'st1358', '59'),
 ('01359', 'st1359', '60'),
 ('01360', 'st1360', '61'),
 ('01361', 'st1361', '62'),
 ('01362', 'st1362', '63'),
 ('01363', 'st1363', '64'),
 ('01364', 'st1364', '65'),
 ('01365', 'st1365', '66'),
 ('01366', 'st1366', '67'),
 ('01367', 'st1367', '68'),
 ('01368', 'st1368', '69'),
 ('01369', 'st1369', '70'),
 ('01370', 'st1370', '71'),
 ('01371', 'st1371', '72'),
 ('01372', 'st1372', '73'),
 ('01373', 'st1373', '74'),
 ('01374', 'st1374', '75'),
 ('01375', 'st1375', '76'),
 ('01376', 'st1376', '77'),
 ('01377', 'st1377', '78'),
 ('01378', 'st1378', '79'),
 ('01379', 'st1379', '80'),
 ('01380', 'st1380', '81'),
 ('01381', 'st1381', '82'),
 ('01382', 'st1382', '83'),
 ('01383', 'st1383', '84'),
 ('01384', 'st1384', '85'),
 ('01385', 'st1385', '86'),
 ('01386', 'st1386', '87'),
 ('01387', 'st1387', '88'),
 ('01388', 'st1388', '89'),
 ('01389', 'st1389', '90'),
 ('01390', 'st1390', '91'),
 ('01391', 'st1391', '92'),
 ('01392', 'st1392', '93'),
 ('01393', 'st1393', '94'),
 ('01394', 'st1394', '95'),
 ('01395', 'st1395', '96'),
 ('01396', 'st1396', '97'),
 ('01397', 'st1397', '98'),
 ('01398', 'st1398', '99'),
 ('01399', 'st1399', '100'),
 ('01400', 'st1400', '1'),
 ('01401', 'st1401', '2'),
 ('01402', 'st1402', '3'),
 ('01403', 'st1403', '4'),
 ('01404', 'st1404', '5'),
 ('01405', 'st1405', '6'),
 ('01406', 'st1406', '7'),
 ('01407', 'st1407', '8'),
 ('01408', 'st1408', '9'),
 ('01409', 'st1409', '10'),
 ('01410', 'st1410', '11'),
 ('01411', 'st1411', '12'),
 ('01412', 'st1412', '13'),
 ('01413', 'st1413', '14'),
 ('01414', 'st1414', '15'),
 ('01415', 'st1415', '16'),
 ('01416', 'st1416', '17'),
 ('01417', 'st1417', '18'),
 ('01418', 'st1418', '19'),
 ('01419', 'st1419', '20'),
 ('01420', 'st1420', '21'),
 ('01421', 'st1421', '22'),
 ('01422', 'st1422', '23'),
 ('01423', 'st1423', '24'),
 ('01424', 'st1424', '25'),
 ('01425', 'st1425', '26'),
 ('01426', 'st1426', '27'),
 ('01427', 'st1427', '28'),
 ('01428', 'st1428', '29'),
 ('01429', 'st1429', '30'),
 ('01430', 'st1430', '31'),
 ('01431', 'st1431', '32'),
 ('01432', 'st1432', '33'),
 ('01433', 'st1433', '34'),
 ('01434', 'st1434', '35'),
 ('01435', 'st1435', '36'),
 ('01436', 'st1436', '37'),
 ('01437', 'st1437', '38'),
 ('01438', 'st1438', '39'),
 ('01439', 'st1439', '40'),
 ('01440', 'st1440', '41'),
 ('01441', 'st1441', '42'),
 ('01442', 'st1442', '43'),
 ('01443', 'st1443', '44'),
 ('01444', 'st1444', '45'),
 ('01445', 'st1445', '46'),
 ('01446', 'st1446', '47'),
 ('01447', 'st1447', '48'),
 ('01448', 'st1448', '49'),
 ('01449', 'st1449', '50'),
 ('01450', 'st1450', '51'),
 ('01451', 'st1451', '52'),
 ('01452', 'st1452', '53'),
 ('01453', 'st1453', '54'),
 ('01454', 'st1454', '55'),
 ('01455', 'st1455', '56'),
 ('01456', 'st1456', '57'),
 ('01457', 'st1457', '58'),
 ('01458', 'st1458', '59'),
 ('01459', 'st1459', '60'),
 ('01460', 'st1460', '61'),
 ('01461', 'st1461', '62'),
 ('01462', 'st1462', '63'),
 ('01463', 'st1463', '64'),
 ('01464', 'st1464', '65'),
 ('01465', 'st1465', '66'),
 ('01466', 'st1466', '67'),
 ('01467', 'st1467', '68'),
 ('01468', 'st1468', '69'),
 ('01469', 'st1469', '70'),
 ('01470', 'st1470', '71'),
 ('01471', 'st1471', '72'),
 ('01472', 'st1472', '73'),
 ('01473', 'st1473', '74'),
 ('01474', 'st1474', '75'),
 ('01475', 'st1475', '76'),
 ('01476', 'st1476', '77'),
 ('01477', 'st1477', '78'),
 ('01478', 'st1478', '79'),
 ('01479', 'st1479', '80'),
 ('01480', 'st1480', '81'),
 ('01481', 'st1481', '82'),
 ('01482', 'st1482', '83'),
 ('01483', 'st1483', '84'),
 ('01484', 'st1484', '85'),
 ('01485', 'st1485', '86'),
 ('01486', 'st1486', '87'),
 ('01487', 'st1487', '88'),
 ('01488', 'st1488', '89'),
 ('01489', 'st1489', '90'),
 ('01490', 'st1490', '91'),
 ('01491', 'st1491', '92'),
 ('01492', 'st1492', '93'),
 ('01493', 'st1493', '94'),
 ('01494', 'st1494', '95'),
 ('01495', 'st1495', '96'),
 ('01496', 'st1496', '97'),
 ('01497', 'st1497', '98'),
 ('01498', 'st1498', '99'),
 ('01499', 'st1499', '100'),
 ('01500', 'st1500', '1'),
 ('01501', 'st1501', '2'),
 ('01502', 'st1502', '3'),
 ('01503', 'st1503', '4'),
 ('01504', 'st1504', '5'),
 ('01505', 'st1505', '6'),
 ('01506', 'st1506', '7'),
 ('01507', 'st1507', '8'),
 ('01508', 'st1508', '9'),
 ('01509', 'st1509', '10'),
 ('01510', 'st1510', '11'),
 ('01511', 'st1511', '12'),
 ('01512', 'st1512', '13'),
 ('01513', 'st1513', '14'),
 ('01514', 'st1514', '15'),
 ('01515', 'st1515', '16'),
 ('01516', 'st1516', '17'),
 ('01517', 'st1517', '18'),
 ('01518', 'st1518', '19'),
 ('01519', 'st1519', '20'),
 ('01520', 'st1520', '21'),
 ('01521', 'st1521', '22'),
 ('01522', 'st1522', '23'),
 ('01523', 'st1523', '24'),
 ('01524', 'st1524', '25'),
 ('01525', 'st1525', '26'),
 ('01526', 'st1526', '27'),
 ('01527', 'st1527', '28'),
 ('01528', 'st1528', '29'),
 ('01529', 'st1529', '30'),
 ('01530', 'st1530', '31'),
 ('01531', 'st1531', '32'),
 ('01532', 'st1532', '33'),
 ('01533', 'st1533', '34'),
 ('01534', 'st1534', '35'),
 ('01535', 'st1535', '36'),
 ('01536', 'st1536', '37'),
 ('01537', 'st1537', '38'),
 ('01538', 'st1538', '39'),
 ('01539', 'st1539', '40'),
 ('01540', 'st1540', '41'),
 ('01541', 'st1541', '42'),
 ('01542', 'st1542', '43'),
 ('01543', 'st1543', '44'),
 ('01544', 'st1544', '45'),
 ('01545', 'st1545', '46'),
 ('01546', 'st1546', '47'),
 ('01547', 'st1547', '48'),
 ('01548', 'st1548', '49'),
 ('01549', 'st1549', '50'),
 ('01550', 'st1550', '51'),
 ('01551', 'st1551', '52'),
 ('01552', 'st1552', '53'),
 ('01553', 'st1553', '54'),
 ('01554', 'st1554', '55'),
 ('01555', 'st1555', '56'),
 ('01556', 'st1556', '57'),
 ('01557', 'st1557', '58'),
 ('01558', 'st1558', '59'),
 ('01559', 'st1559', '60'),
 ('01560', 'st1560', '61'),
 ('01561', 'st1561', '62'),
 ('01562', 'st1562', '63'),
 ('01563', 'st1563', '64'),
 ('01564', 'st1564', '65'),
 ('01565', 'st1565', '66'),
 ('01566', 'st1566', '67'),
 ('01567', 'st1567', '68'),
 ('01568', 'st1568', '69'),
 ('01569', 'st1569', '70'),
 ('01570', 'st1570', '71'),
 ('01571', 'st1571', '72'),
 ('01572', 'st1572', '73'),
 ('01573', 'st1573', '74'),
 ('01574', 'st1574', '75'),
 ('01575', 'st1575', '76'),
 ('01576', 'st1576', '77'),
 ('01577', 'st1577', '78'),
 ('01578', 'st1578', '79'),
 ('01579', 'st1579', '80'),
 ('01580', 'st1580', '81'),
 ('01581', 'st1581', '82'),
 ('01582', 'st1582', '83'),
 ('01583', 'st1583', '84'),
 ('01584', 'st1584', '85'),
 ('01585', 'st1585', '86'),
 ('01586', 'st1586', '87'),
 ('01587', 'st1587', '88'),
 ('01588', 'st1588', '89'),
 ('01589', 'st1589', '90'),
 ('01590', 'st1590', '91'),
 ('01591', 'st1591', '92'),
 ('01592', 'st1592', '93'),
 ('01593', 'st1593', '94'),
 ('01594', 'st1594', '95'),
 ('01595', 'st1595', '96'),
 ('01596', 'st1596', '97'),
 ('01597', 'st1597', '98'),
 ('01598', 'st1598', '99'),
 ('01599', 'st1599', '100'),
 ('01600', 'st1600', '1'),
 ('01601', 'st1601', '2'),
 ('01602', 'st1602', '3'),
 ('01603', 'st1603', '4'),
 ('01604', 'st1604', '5'),
 ('01605', 'st1605', '6'),
 ('01606', 'st1606', '7'),
 ('01607', 'st1607', '8'),
 ('01608', 'st1608', '9'),
 ('01609', 'st1609', '10'),
 ('01610', 'st1610', '11'),
 ('01611', 'st1611', '12'),
 ('01612', 'st1612', '13'),
 ('01613', 'st1613', '14'),
 ('01614', 'st1614', '15'),
 ('01615', 'st1615', '16'),
 ('01616', 'st1616', '17'),
 ('01617', 'st1617', '18'),
 ('01618', 'st1618', '19'),
 ('01619', 'st1619', '20'),
 ('01620', 'st1620', '21'),
 ('01621', 'st1621', '22'),
 ('01622', 'st1622', '23'),
 ('01623', 'st1623', '24'),
 ('01624', 'st1624', '25'),
 ('01625', 'st1625', '26'),
 ('01626', 'st1626', '27'),
 ('01627', 'st1627', '28'),
 ('01628', 'st1628', '29'),
 ('01629', 'st1629', '30'),
 ('01630', 'st1630', '31'),
 ('01631', 'st1631', '32'),
 ('01632', 'st1632', '33'),
 ('01633', 'st1633', '34'),
 ('01634', 'st1634', '35'),
 ('01635', 'st1635', '36'),
 ('01636', 'st1636', '37'),
 ('01637', 'st1637', '38'),
 ('01638', 'st1638', '39'),
 ('01639', 'st1639', '40'),
 ('01640', 'st1640', '41'),
 ('01641', 'st1641', '42'),
 ('01642', 'st1642', '43'),
 ('01643', 'st1643', '44'),
 ('01644', 'st1644', '45'),
 ('01645', 'st1645', '46'),
 ('01646', 'st1646', '47'),
 ('01647', 'st1647', '48'),
 ('01648', 'st1648', '49'),
 ('01649', 'st1649', '50'),
 ('01650', 'st1650', '51'),
 ('01651', 'st1651', '52'),
